الشهر|رقم_الدعوي|الموضوع|تصنيفات_الأحكام|منطوق_الحكم|العضو
فبراير 2025|8781 لسنة 52 ق|ضمك مدة الخبرة العملية |أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
أكتوبر 2024|10540 لسنة 52 ق|ضمك مدة الخدمة العسكرية.||بسقوط الحق في إقامة الدعوي-(تقادم طويل)| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|12190 لسنة 52 ق|ضم مدة الخدمة العسكرية|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
فبراير 2025|1468 لسنة 53 ق|علاوة خاصة|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
فبراير 2025|1472 لسنة 53 ق|حافز الأنشطة التربوية وحافز الريادة العلمية والحافز الإضافي.|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
فبراير 2025|1264 لسنة 52 ق|علاوة-مقابل حافز الحد الأدني؟|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
فبراير 2025|1299 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بعدم الإختصــــاص|بعدم اختصاصها نوعيا بنظر الدعوى، وأمرت بإحالتها بحالتها إلى محكمة القضاء الإداري بمحافظة كفر الشيخ ـ الدائرة السابعة والسبعون| مصطفى أحمد عبد الفتاح يوسف على
أكتوبر 2024|10501 لسنة 52 ق|ضم مدة الخدمة العسكرية||بسقوط الحق في إقامة الدعوي-(تقادم طويل)| مصطفى أحمد عبد الفتاح يوسف على
نوفمبر 2024|9473 لسنة 52 ق|بدل ظروف ومخااطر وظيفية||ــــــ| مصطفى أحمد عبد الفتاح يوسف على
نوفمبر 2024|11046 لسنة 52 ق|مكافآة تدريب أطباء الإمتيـــــــــــــــــاز.|أحكام بعدم الإختصــــاص|بعدم إختصاصها نوعيا بنظر الدعوى،وإحالتها بحالتها إلى محكمة القضاء الإداري بكفر الشيخ (الدائرة الرابعة والسبعون) للإختصاص، وأبقت الفصل في المصروفات .| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|9697 لسنة 52 ق|إرجاع أقدمية |أحكام بالرفض|بقبول الدعوي شكلًا ،ـ ورفضـــــــــــــها موضوعًا.| مصطفى أحمد عبد الفتاح يوسف على
نوفمبر 2024|1685 لسنة 52 ق|إنهاء خدمة|أحكام بالرفض|بقبول الدعوى شكلا،ورفضها موضوعا،وألزمت المدعي المصروفات .| مصطفى أحمد عبد الفتاح يوسف على
فبراير 2025|10102 لسنة 52 ق|ترقية.|أحكام بالرفض|بقبول الدعوي شكلًا ،ـ ورفضـــــــــــــها موضوعًا.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|12631 لسنة 52 ق|زيادة المقابل النقدي للحوافز بالقرار 666 لسنة 2020م|أحكام بالأحقية  / الإلغـــــأء|بقبول الدعوي شكلًا ، وبالأحقية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|5883 لسنة 51 ق|علاوة خاصة||بوقف الدعوي جزاءً| مصطفى أحمد عبد الفتاح يوسف على
نوفمبر 2024|4522 لسنة 51 ق|ضم مكدة الخدمة العسكرية.||بسقوط الحق في إقامة الدعوي-(تقادم طويل)| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|11678 لسنة 52 ق|إمتناع عن تنفيذ حكم.|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا وبالإلغاء| مصطفى أحمد عبد الفتاح يوسف على
فبراير 2025|742 لسنة 53 ق|إمتناع عن تنفيذ حكم.|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا وبالإلغاء| مصطفى أحمد عبد الفتاح يوسف على
فبراير 2025|747 لسنة 53 ق|إمتناع عن تنفيذ حكم.|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا وبالإلغاء| مصطفى أحمد عبد الفتاح يوسف على
إبريل 2025|5692 لسنة 51 ق|إمتناع عن تنفيذ حكم.|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا وبالإلغاء| مصطفى أحمد عبد الفتاح يوسف على
إبريل 2025|5693 لسنة 51 ق|إمتناع عن تنفيذ حكم.|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا وبالإلغاء| مصطفى أحمد عبد الفتاح يوسف على
إبريل 2025|9702 لسنة 53 ق|إمتناع عن تنفيذ حكم.|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا وبالإلغاء| مصطفى أحمد عبد الفتاح يوسف على
يونيو 2025|2175 لسنة 53 ق|إمتناع عن تنفيذ حكم.|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا وبالإلغاء| مصطفى أحمد عبد الفتاح يوسف على
يوليو 2025|2177 لسنة 53 ق|إمتناع عن تنفيذ حكم.|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا وبالإلغاء| مصطفى أحمد عبد الفتاح يوسف على
نوفمبر 2024|11749 لسنة 52 ق|الحافز الإضـــــــــــافي (تعليم)|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
نوفمبر 2024|11750 لسنة 52 ق|الحافز الإضـــــــــــافي (تعليم)|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
نوفمبر 2024|11751 لسنة 52 ق|الحافز الإضـــــــــــافي (تعليم)|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
نوفمبر 2024|11752 لسنة 52 ق|الحافز الإضـــــــــــافي (تعليم)|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
نوفمبر 2024|11753 لسنة 52 ق|الحافز الإضـــــــــــافي (تعليم)|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
نوفمبر 2024|11754 لسنة 52 ق|الحافز الإضـــــــــــافي (تعليم)|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
يوليو 2025|2559 لسنة 53 ق|الحافز الإضـــــــــــافي (تعليم)|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
يوليو 2025|2560 لسنة 53 ق|الحافز الإضـــــــــــافي (تعليم)|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
يوليو 2025|2561 لسنة 53 ق|الحافز الإضـــــــــــافي (تعليم)|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
يوليو 2025|2563 لسنة 53 ق|الحافز الإضـــــــــــافي (تعليم)|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
يوليو 2025|2564 لسنة 53 ق|الحافز الإضـــــــــــافي (تعليم)|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
نوفمبر 2024|7240 لسنة 52 ق|إعادة حساب الحوافز والبدلات||غير محدد| مصطفى أحمد عبد الفتاح يوسف على
يونيو 2025|1246 لسنة 53 ق|إعادة حساب الحوافز والبدلات||بوقـــف الـدعــــوى جزائيا لـمـــدة شــــهـر.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|12187 لسنة 52 ق|إعادة حساب الحوافز والبدلات|أحكام بالرفض|بقبول الدعوي شكلًا ،ـ ورفضـــــــــــــها موضوعًا.| مصطفى أحمد عبد الفتاح يوسف على
إبريل 2025|10170 لسنة 52 ق|إعادة حساب الحوافز والبدلات|أحكام بالرفض|بقبول الدعوي شكلًا ،ـ ورفضـــــــــــــها موضوعًا.| مصطفى أحمد عبد الفتاح يوسف على
يناير 2025|177 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
يناير 2025|124 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
يناير 2025|125 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
يناير 2025|127 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
يناير 2025|131 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
يناير 2025|141 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
يناير 2025|143 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
يناير 2025|144 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
يناير 2025|149 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
يناير 2025|150 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
يناير 2025|153 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
يناير 2025|155 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
يناير 2025|161 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
يناير 2025|174 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
يناير 2025|175 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
يناير 2025|176 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
يناير 2025|178 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
يناير 2025|179 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|12507 لسنة 52 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|12535 لسنة 52 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|10955 لسنة 52 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|10956 لسنة 52 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|10957 لسنة 52 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|10958 لسنة 52 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|11140 لسنة 52 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|11185 لسنة 52 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|11186 لسنة 52 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|11187 لسنة 52 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|11188 لسنة 52 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|11189 لسنة 52 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|11190 لسنة 52 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|11191 لسنة 52 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|11192 لسنة 52 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|11193 لسنة 52 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|11194 لسنة 52 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|12143 لسنة 52 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|12144 لسنة 52 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|12147 لسنة 52 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|12148 لسنة 52 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|12149 لسنة 52 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|12150 لسنة 52 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|12179 لسنة 52 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|12186 لسنة 52 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|12240 لسنة 52 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|12243 لسنة 52 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|12245 لسنة 52 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|12297 لسنة 52 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|12298 لسنة 52 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|12299 لسنة 52 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|12301 لسنة 52 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|12306 لسنة 52 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|12316 لسنة 52 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|12694 لسنة 52 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|12698 لسنة 52 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|12712 لسنة 52 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|12713 لسنة 52 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|12714 لسنة 52 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|12717 لسنة 52 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|12776 لسنة 52 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|12778 لسنة 52 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|12779 لسنة 52 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|12780 لسنة 52 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|8738 لسنة 52 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
ديسمبر 2024|8740 لسنة 52 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
يناير 2025|121 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
يناير 2025|122 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
يناير 2025|123 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
يناير 2025|126 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
يناير 2025|128 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
يناير 2025|129 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
يناير 2025|145 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
يناير 2025|160 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
يناير 2025|166 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
يناير 2025|169 لسنة 53 ق|إعادة حساب الحوافز والبدلات|أحكام بالأحقية / الإلــــغاء|بقبول الدعوي شكلًا ، وبالأحقـــية.| مصطفى أحمد عبد الفتاح يوسف على
